sign_id,label_uz,label_ru,category,category_ru,sign_type,reason
sgn_00002539,men_kir_yuvdim,я постирал бельё,jumlalar,предложения,continuous,no_samples
sgn_00002540,men_kiyimni_dazmoldim,я погладил одежду,jumlalar,предложения,continuous,no_samples
sgn_00002541,men_xarid_qildim,я сделал покупки,jumlalar,предложения,continuous,no_samples
sgn_00002542,men_pul_sarfladim,я потратил деньги,jumlalar,предложения,continuous,no_samples
sgn_00002543,men_jamg'arma_qildim,я сэкономил,jumlalar,предложения,continuous,no_samples
sgn_00002544,men_hisob-kitob_qildim,я посчитал расходы,jumlalar,предложения,continuous,no_samples
sgn_00002545,men_to'lov_qildim,я произвёл оплату,jumlalar,предложения,continuous,no_samples
sgn_00002546,men_kartadan_to'ladim,я оплатил картой,jumlalar,предложения,continuous,no_samples
sgn_00002547,men_naqd_pul_to'ladim,я заплатил наличными,jumlalar,предложения,continuous,no_samples
sgn_00002548,men_chek_oldim,я получил чек,jumlalar,предложения,continuous,no_samples
sgn_00002549,men_navbatda_turdim,я стоял в очереди,jumlalar,предложения,continuous,no_samples
sgn_00002550,men_ro'yxatdan_o'tdim,я зарегистрировался,jumlalar,предложения,continuous,no_samples
sgn_00002551,men_uchrashuvga_bordim,я пошёл на встречу,jumlalar,предложения,continuous,no_samples
sgn_00002552,men_vaqtida_yetib_bordim,я прибыл вовремя,jumlalar,предложения,continuous,no_samples
sgn_00002553,men_kech_qoldim,я опоздал,jumlalar,предложения,continuous,no_samples
sgn_00002554,men_erta_keldm,я пришёл рано,jumlalar,предложения,continuous,no_samples
sgn_00002555,bugun_siz_qayerdansiz,сегодня откуда вы,jumlalar,предложения,continuous,no_samples
sgn_00002556,siz_qayerga_bormoqchisiz,куда вы хотите пойти,jumlalar,предложения,continuous,no_samples
sgn_00002557,hozir_bu_nima,сейчас что это,jumlalar,предложения,continuous,no_samples
sgn_00002558,bugun_u_kim,сегодня кто это,jumlalar,предложения,continuous,no_samples
sgn_00002559,hozir_qachon_kelasiz,сейчас когда вы придёте,jumlalar,предложения,continuous,no_samples
sgn_00002560,hozir_necha_yoshdasiz,сейчас сколько вам лет,jumlalar,предложения,continuous,no_samples
sgn_00002561,hozir_qancha_turadi,сейчас сколько это стоит,jumlalar,предложения,continuous,no_samples
sgn_00002562,nechta_olma_bor,сколько яблок,jumlalar,предложения,continuous,no_samples
sgn_00002563,hozir_qayerda_yashaysiz,сейчас где вы живёте,jumlalar,предложения,continuous,no_samples
sgn_00002564,hozir_ismingiz_nima,сейчас как вас зовут,jumlalar,предложения,continuous,no_samples
sgn_00002565,qanday_yordam_bera_olaman,чем могу помочь,jumlalar,предложения,continuous,no_samples
sgn_00002566,hozir_nima_qilmoqchisiz,сейчас что вы хотите делать,jumlalar,предложения,continuous,no_samples
sgn_00002567,bugun_havo_qanday,какая сегодня погода,jumlalar,предложения,continuous,no_samples
sgn_00002568,soat_necha_bo'ldi,который час,jumlalar,предложения,continuous,no_samples
sgn_00002569,hozir_qayerda_ishlaydi,сейчас где он работает,jumlalar,предложения,continuous,no_samples
sgn_00002570,qaysi_maktabda_o'qiydi,в какой школе учится,jumlalar,предложения,continuous,no_samples
sgn_00002571,nega_kech_qoldingiz,почему вы опоздали,jumlalar,предложения,continuous,no_samples
sgn_00002572,hozir_qanday_borasiz,сейчас как вы доберётесь,jumlalar,предложения,continuous,no_samples
sgn_00002573,bu_yer_qayer,где это место,jumlalar,предложения,continuous,no_samples
sgn_00002574,qaysi_yo'l_to'g'ri,какая дорога правильная,jumlalar,предложения,continuous,no_samples
sgn_00002575,qancha_vaqt_ketadi,сколько времени займёт,jumlalar,предложения,continuous,no_samples
sgn_00002576,siz_buni_tushundingizmi,вы это поняли,jumlalar,предложения,continuous,no_samples
sgn_00002577,bugun_siz_rozimisiz,сегодня вы согласны,jumlalar,предложения,continuous,no_samples
sgn_00002578,yana_bir_bor_aytasizmi,повторите ещё раз,jumlalar,предложения,continuous,no_samples
sgn_00002579,buni_qayta_ayting,скажите это снова,jumlalar,предложения,continuous,no_samples
sgn_00002580,hozir_qayerdan_keldingiz,сейчас откуда вы пришли,jumlalar,предложения,continuous,no_samples
sgn_00002581,hozir_qayerga_ketmoqchisiz,сейчас куда вы собираетесь,jumlalar,предложения,continuous,no_samples
sgn_00002582,hozir_nima_yeyapsiz,сейчас что вы едите,jumlalar,предложения,continuous,no_samples
sgn_00002583,hozir_nima_ichyapsiz,сейчас что вы пьёте,jumlalar,предложения,continuous,no_samples
sgn_00002584,qaysi_rang_yoqadi,какой цвет нравится,jumlalar,предложения,continuous,no_samples
sgn_00002585,qaysi_film_ko'rdingiz,какой фильм смотрели,jumlalar,предложения,continuous,no_samples
sgn_00002586,qaysi_kitob_o'qidingiz,какую книгу читали,jumlalar,предложения,continuous,no_samples
sgn_00002587,qaysi_musiqa_tinglaysiz,какую музыку слушаете,jumlalar,предложения,continuous,no_samples
sgn_00002588,qaysi_sport_yoqadi,какой спорт нравится,jumlalar,предложения,continuous,no_samples
sgn_00002589,necha_farzandingiz_bor,сколько у вас детей,jumlalar,предложения,continuous,no_samples
sgn_00002590,yaqin_atrofdagi_oilangiz_qayerda,где находится ближайший ваша семья,jumlalar,предложения,continuous,no_samples
sgn_00002591,qachon_tug'ilgan_kuningiz,когда ваш день рождения,jumlalar,предложения,continuous,no_samples
sgn_00002592,qaysi_kasbda_ishlaysiz,в какой профессии работаете,jumlalar,предложения,continuous,no_samples
sgn_00002593,qancha_maosh_olasiz,сколько получаете зарплату,jumlalar,предложения,continuous,no_samples
sgn_00002594,qachon_dam_olasiz,когда вы отдыхаете,jumlalar,предложения,continuous,no_samples
sgn_00002595,qayerda_dam_olmoqchisiz,где хотите отдохнуть,jumlalar,предложения,continuous,no_samples
sgn_00002596,qanday_sayohat_qildingiz,как путешествовали,jumlalar,предложения,continuous,no_samples
sgn_00002597,qaysi_mamlakatga_bordingiz,в какую страну ездили,jumlalar,предложения,continuous,no_samples
sgn_00002598,hozir_qachon_qaytasiz,сейчас когда вернётесь,jumlalar,предложения,continuous,no_samples
sgn_00002599,necha_kun_qolasiz,сколько дней останетесь,jumlalar,предложения,continuous,no_samples
sgn_00002600,hozir_qayerda_turasiz,сейчас где остановитесь,jumlalar,предложения,continuous,no_samples
sgn_00002601,"bilmayman,_xona_bormi","не знаю, есть ли свободная комната",jumlalar,предложения,continuous,no_samples
sgn_00002602,necha_kishi_keladi,сколько человек придёт,jumlalar,предложения,continuous,no_samples
sgn_00002603,"bilmayman,_stol_bandmi","не знаю, стол занят",jumlalar,предложения,continuous,no_samples
sgn_00002604,"bilmayman,_menyu_bormi","не знаю, есть ли меню",jumlalar,предложения,continuous,no_samples
sgn_00002605,nima_tavsiya_qilasiz,что посоветуете,jumlalar,предложения,continuous,no_samples
sgn_00002606,bu_taza_mi,это свежее,jumlalar,предложения,continuous,no_samples
sgn_00002607,bu_qanday_taom,что это за блюдо,jumlalar,предложения,continuous,no_samples
sgn_00002608,ichida_nima_bor,что внутри,jumlalar,предложения,continuous,no_samples
sgn_00002609,qaysi_o'lcham_kerak,какой размер нужен,jumlalar,предложения,continuous,no_samples
sgn_00002610,boshqa_rang_bormi,есть другой цвет,jumlalar,предложения,continuous,no_samples
sgn_00002611,"bilmayman,_chegirma_bormi","не знаю, есть ли скидка",jumlalar,предложения,continuous,no_samples
sgn_00002612,karta_qabul_qilasizmi,принимаете карту,jumlalar,предложения,continuous,no_samples
sgn_00002613,naqd_pul_kerakmi,нужны наличные,jumlalar,предложения,continuous,no_samples
sgn_00002614,"bilmayman,_qaytarish_mumkinmi","не знаю, можно вернуть",jumlalar,предложения,continuous,no_samples
sgn_00002615,"bilmayman,_kafolat_bormi","не знаю, есть гарантия",jumlalar,предложения,continuous,no_samples
sgn_00002616,qachon_yetkazib_beriladi,когда доставят,jumlalar,предложения,continuous,no_samples
sgn_00002617,yetkazib_berish_bormi,есть доставка,jumlalar,предложения,continuous,no_samples
sgn_00002618,qayerda_to'xtash_mumkin,где можно припарковаться,jumlalar,предложения,continuous,no_samples
sgn_00002619,avtobus_qachon_keladi,когда придёт автобус,jumlalar,предложения,continuous,no_samples
sgn_00002620,keyingi_bekat_qayerda,где следующая остановка,jumlalar,предложения,continuous,no_samples
sgn_00002621,bu_yo'l_qayerga_boradi,куда ведёт эта дорога,jumlalar,предложения,continuous,no_samples
sgn_00002622,yaqinroq_do'kon_bormi,есть магазин поближе,jumlalar,предложения,continuous,no_samples
sgn_00002623,eng_yaqin_apteka_qayerda,где ближайшая аптека,jumlalar,предложения,continuous,no_samples
sgn_00002624,shifokor_qachon_qabul_qiladi,когда врач принимает,jumlalar,предложения,continuous,no_samples
sgn_00002625,navbat_qancha_kutadi,сколько ждать в очереди,jumlalar,предложения,continuous,no_samples
sgn_00002626,dori_qanday_ichiladi,как принимать лекарство,jumlalar,предложения,continuous,no_samples
sgn_00002627,kuniga_necha_marta,сколько раз в день,jumlalar,предложения,continuous,no_samples
sgn_00002628,og'riq_qachondan_boshlangan,когда началась боль,jumlalar,предложения,continuous,no_samples
sgn_00002629,hozir_temperatura_qancha,сейчас какая температура,jumlalar,предложения,continuous,no_samples
sgn_00002630,"bilmayman,_allergiya_bormi","не знаю, есть ли аллергия",jumlalar,предложения,continuous,no_samples
sgn_00002631,qaysi_dori_ichyapsiz,какое лекарство принимаете,jumlalar,предложения,continuous,no_samples
sgn_00002632,qachon_oxirgi_marta_tekshirildingiz,когда последний раз обследовались,jumlalar,предложения,continuous,no_samples
sgn_00002633,qanday_his_qilyapsiz,как вы себя чувствуете,jumlalar,предложения,continuous,no_samples
sgn_00002634,yaxshimi_yoki_yomonmi,хорошо или плохо,jumlalar,предложения,continuous,no_samples
sgn_00002635,ko'proq_ma'lumot_bering,дайте больше информации,jumlalar,предложения,continuous,no_samples
sgn_00002636,buni_yozib_bera_olasizmi,можете записать,jumlalar,предложения,continuous,no_samples
sgn_00002637,telefon_raqamingiz_nima,какой ваш номер телефона,jumlalar,предложения,continuous,no_samples
sgn_00002638,email_manzilingiz_bormi,есть ли email,jumlalar,предложения,continuous,no_samples
sgn_00002639,qachon_bo'sh_bo'lasiz,когда будете свободны,jumlalar,предложения,continuous,no_samples
sgn_00002640,"bilmayman,_bugun_uchrashamizmi","не знаю, встретимся сегодня",jumlalar,предложения,continuous,no_samples
sgn_00002641,"bilmayman,_ertaga_bo'ladimi","не знаю, завтра получится",jumlalar,предложения,continuous,no_samples
sgn_00002642,soat_nechida_boshlanadi,во сколько начинается,jumlalar,предложения,continuous,no_samples
sgn_00002643,qancha_vaqt_davom_etadi,сколько длится,jumlalar,предложения,continuous,no_samples
sgn_00002644,hozir_kimlar_keladi,сейчас кто придёт,jumlalar,предложения,continuous,no_samples
sgn_00002645,nima_kiyish_kerak,что надеть,jumlalar,предложения,continuous,no_samples
sgn_00002646,"bilmayman,_yomg'ir_yog'adimi","не знаю, будет дождь",jumlalar,предложения,continuous,no_samples
sgn_00002647,"bilmayman,_sovuq_bo'ladimi","не знаю, будет холодно",jumlalar,предложения,continuous,no_samples
sgn_00002648,"bilmayman,_issiq_bo'ladimi","не знаю, будет жарко",jumlalar,предложения,continuous,no_samples
sgn_00002649,hozir_qayerda_yig'ilamiz,сейчас где соберёмся,jumlalar,предложения,continuous,no_samples
sgn_00002650,hozir_qanday_ketamiz,сейчас как поедем,jumlalar,предложения,continuous,no_samples
sgn_00002651,hozir_kim_haydaydi,сейчас кто будет водить,jumlalar,предложения,continuous,no_samples
sgn_00002652,"bilmayman,_yoqilg'i_yetadimi","не знаю, хватит ли бензина",jumlalar,предложения,continuous,no_samples
sgn_00002653,"iltimos,_xarita_ko'rsating","пожалуйста, покажите на карте",jumlalar,предложения,continuous,no_samples
sgn_00002654,soat_sakkizda_uyg'ondim,я проснулся в восемь часов,jumlalar,предложения,continuous,no_samples
sgn_00002655,ertalab_soat_yettida_turaman,утром встаю в семь,jumlalar,предложения,continuous,no_samples
sgn_00002656,tushlik_soat_birida,обед в час,jumlalar,предложения,continuous,no_samples
sgn_00002657,kechki_ovqat_soat_oltida,ужин в шесть,jumlalar,предложения,continuous,no_samples
sgn_00002658,men_soat_to'qqizda_ishga_boraman,я иду на работу в девять,jumlalar,предложения,continuous,no_samples
sgn_00002659,dars_soat_ikkida_boshlanadi,урок начинается в два,jumlalar,предложения,continuous,no_samples
sgn_00002660,men_yarim_soat_kutdim,я ждал полчаса,jumlalar,предложения,continuous,no_samples
sgn_00002661,bir_soatdan_keyin_kelaman,приду через час,jumlalar,предложения,continuous,no_samples
sgn_00002662,ikki_soat_ishladim,я работал два часа,jumlalar,предложения,continuous,no_samples
sgn_00002663,uch_kun_dam_oldim,я отдыхал три дня,jumlalar,предложения,continuous,no_samples
sgn_00002664,to'rt_hafta_o'tdi,прошло четыре недели,jumlalar,предложения,continuous,no_samples
sgn_00002665,besh_oy_oldin_kelgan_edim,я приехал пять месяцев назад,jumlalar,предложения,continuous,no_samples
sgn_00002666,olti_yil_oldin_tug'ildim,я родился шесть лет назад,jumlalar,предложения,continuous,no_samples
sgn_00002667,yetti_kun_ishlayman,работаю семь дней,jumlalar,предложения,continuous,no_samples
sgn_00002668,sakkizta_kitob_o'qidim,прочитал восемь книг,jumlalar,предложения,continuous,no_samples
sgn_00002669,to'qqizta_olma_sotib_oldim,купил девять яблок,jumlalar,предложения,continuous,no_samples
sgn_00002670,o'n_ming_so'm_to'ladim,заплатил десять тысяч сумов,jumlalar,предложения,continuous,no_samples
sgn_00002671,yigirma_metr_yurdim,прошёл двадцать метров,jumlalar,предложения,continuous,no_samples
sgn_00002672,o'ttiz_daqiqa_kutdim,ждал тридцать минут,jumlalar,предложения,continuous,no_samples
sgn_00002673,qirq_kilometr_masofa_bor,расстояние сорок километров,jumlalar,предложения,continuous,no_samples
sgn_00002674,ellik_foiz_chegirma_bor,скидка пятьдесят процентов,jumlalar,предложения,continuous,no_samples
sgn_00002675,hozir_oltmish_yoshda,сейчас шестьдесят лет,jumlalar,предложения,continuous,no_samples
sgn_00002676,yetmish_ming_odam_keldi,пришло семьдесят тысяч человек,jumlalar,предложения,continuous,no_samples
sgn_00002677,sakson_nafar_talaba_bor,восемьдесят студентов,jumlalar,предложения,continuous,no_samples
sgn_00002678,to'qson_foiz_tayyor,девяносто процентов готово,jumlalar,предложения,continuous,no_samples
sgn_00002679,yuz_ming_so'm_kerak,нужно сто тысяч сумов,jumlalar,предложения,continuous,no_samples
sgn_00002680,hozir_bugun_dushanba,сейчас сегодня понедельник,jumlalar,предложения,continuous,no_samples
sgn_00002681,hozir_ertaga_seshanba,сейчас завтра вторник,jumlalar,предложения,continuous,no_samples
sgn_00002682,o'tgan_hafta_dam_oldim,на прошлой неделе отдыхал,jumlalar,предложения,continuous,no_samples
sgn_00002683,keyingi_oy_sayohat_qilaman,в следующем месяце поеду в путешествие,jumlalar,предложения,continuous,no_samples
sgn_00002684,bu_yil_tug'ilgan_kunim,в этом году мой день рождения,jumlalar,предложения,continuous,no_samples
sgn_00002685,o'tgan_yil_universitetni_bitirdim,в прошлом году окончил университет,jumlalar,предложения,continuous,no_samples
sgn_00002686,har_kuni_erta_turaman,каждый день встаю рано,jumlalar,предложения,continuous,no_samples
sgn_00002687,haftada_besh_kun_ishlayman,работаю пять дней в неделю,jumlalar,предложения,continuous,no_samples
sgn_00002688,oyning_birinchi_kuni,первое число месяца,jumlalar,предложения,continuous,no_samples
sgn_00002689,yilning_oxirida_dam_olaman,отдыхаю в конце года,jumlalar,предложения,continuous,no_samples
sgn_00002690,yozda_issiq_bo'ladi,летом жарко,jumlalar,предложения,continuous,no_samples
sgn_00002691,qishda_sovuq_bo'ladi,зимой холодно,jumlalar,предложения,continuous,no_samples
sgn_00002692,bahorda_gullar_ochiladi,весной цветы распускаются,jumlalar,предложения,continuous,no_samples
sgn_00002693,kuzda_barglar_to'kiladi,осенью листья опадают,jumlalar,предложения,continuous,no_samples
sgn_00002694,bugun_yanvar_oyining_sakkizinchi_kuni,сегодня восьмое января,jumlalar,предложения,continuous,no_samples
sgn_00002695,men_fevralda_tug'ilganman,я родился в феврале,jumlalar,предложения,continuous,no_samples
sgn_00002696,mart_oyida_bahor_keladi,в марте приходит весна,jumlalar,предложения,continuous,no_samples
sgn_00002697,aprelda_yomg'ir_ko'p_yog'adi,в апреле много дождя,jumlalar,предложения,continuous,no_samples
sgn_00002698,may_oyida_issiq_bo'ladi,в мае жарко,jumlalar,предложения,continuous,no_samples
sgn_00002699,iyunda_maktab_tugaydi,в июне школа заканчивается,jumlalar,предложения,continuous,no_samples
sgn_00002700,iyulda_ta'til_boshlanadi,в июле начинаются каникулы,jumlalar,предложения,continuous,no_samples
sgn_00002701,avgustda_sayohat_qilaman,в августе поеду в путешествие,jumlalar,предложения,continuous,no_samples
sgn_00002702,sentyabrda_maktab_ochiladi,в сентябре школа открывается,jumlalar,предложения,continuous,no_samples
sgn_00002703,oktyabrda_kuz_keladi,в октябре приходит осень,jumlalar,предложения,continuous,no_samples
sgn_00002704,noyabrda_sovuq_boshlanadi,в ноябре начинается холод,jumlalar,предложения,continuous,no_samples
sgn_00002705,dekabrda_qish_keladi,в декабре приходит зима,jumlalar,предложения,continuous,no_samples
sgn_00002706,ertalab_soat_oltida_uyg'onaman,просыпаюсь в шесть утра,jumlalar,предложения,continuous,no_samples
sgn_00002707,tushlik_vaqti_soat_o'n_ikki,обеденное время в двенадцать,jumlalar,предложения,continuous,no_samples
sgn_00002708,kechqurun_soat_sakkizda_uyga_qaytaman,вечером в восемь возвращаюсь домой,jumlalar,предложения,continuous,no_samples
sgn_00002709,tun_yarim_tunda_uxlayman,сплю в полночь,jumlalar,предложения,continuous,no_samples
sgn_00002710,bir_kun_oldin_kelgan_edim,приехал день назад,jumlalar,предложения,continuous,no_samples
sgn_00002711,ikki_hafta_keyin_qaytaman,вернусь через две недели,jumlalar,предложения,continuous,no_samples
sgn_00002712,uch_oy_davom_etadi,длится три месяца,jumlalar,предложения,continuous,no_samples
sgn_00002713,to'rt_yil_o'qidim,учился четыре года,jumlalar,предложения,continuous,no_samples
sgn_00002714,besh_daqiqada_yetib_boraman,приеду за пять минут,jumlalar,предложения,continuous,no_samples
sgn_00002715,olti_soat_ucha_ketadi,шесть часов в пути,jumlalar,предложения,continuous,no_samples
sgn_00002716,yetti_kunlik_sayohat,семидневное путешествие,jumlalar,предложения,continuous,no_samples
sgn_00002717,sakkizinchi_qavatda_turaman,живу на восьмом этаже,jumlalar,предложения,continuous,no_samples
sgn_00002718,to'qqizinchi_sinfda_o'qiydi,учится в девятом классе,jumlalar,предложения,continuous,no_samples
sgn_00002719,o'ninchi_yil_ishlayman,работаю десятый год,jumlalar,предложения,continuous,no_samples
sgn_00002720,birinchi_marta_keldim,приехал первый раз,jumlalar,предложения,continuous,no_samples
sgn_00002721,ikkinchi_qavatda_ofis_bor,офис на втором этаже,jumlalar,предложения,continuous,no_samples
sgn_00002722,uchinchi_yo'l_to'g'ri,третья дорога правильная,jumlalar,предложения,continuous,no_samples
sgn_00002723,to'rtinchi_bekatda_tushing,выходите на четвёртой остановке,jumlalar,предложения,continuous,no_samples
sgn_00002724,beshinchi_xonada_yig'ilamiz,соберёмся в пятой комнате,jumlalar,предложения,continuous,no_samples
sgn_00002725,yarim_soat_qoldi,осталось полчаса,jumlalar,предложения,continuous,no_samples
sgn_00002726,bir_soat_o'tdi,прошёл час,jumlalar,предложения,continuous,no_samples
sgn_00002727,ikki_kun_qoldi,осталось два дня,jumlalar,предложения,continuous,no_samples
sgn_00002728,uch_hafta_oldin_boshlandi,началось три недели назад,jumlalar,предложения,continuous,no_samples
sgn_00002729,to'rt_oy_qoldi,осталось четыре месяца,jumlalar,предложения,continuous,no_samples
sgn_00002730,besh_yil_o'tdi,прошло пять лет,jumlalar,предложения,continuous,no_samples
sgn_00002731,soat_minging_oldida,без пяти десять,jumlalar,предложения,continuous,no_samples
sgn_00002732,soat_o'n_besh_o'tdi,пятнадцать минут прошло,jumlalar,предложения,continuous,no_samples
sgn_00002733,kecha_kech_bo'ldi,вчера был вечер,jumlalar,предложения,continuous,no_samples
sgn_00002734,bugun_ertalab_yomg'ir_yog'di,сегодня утром шёл дождь,jumlalar,предложения,continuous,no_samples
sgn_00002735,ertaga_quyoshli_bo'ladi,завтра будет солнечно,jumlalar,предложения,continuous,no_samples
sgn_00002736,o'tgan_tun_sovuq_edi,прошлой ночью было холодно,jumlalar,предложения,continuous,no_samples
sgn_00002737,hozir_soat_to'rt,сейчас четыре часа,jumlalar,предложения,continuous,no_samples
sgn_00002738,vaqt_tez_o'tib_ketdi,время быстро прошло,jumlalar,предложения,continuous,no_samples
sgn_00002739,hozir_vaqtim_yetmayapti,сейчас у меня не хватает времени,jumlalar,предложения,continuous,no_samples
sgn_00002740,hozir_vaqtida_keldim,сейчас пришёл вовремя,jumlalar,предложения,continuous,no_samples
sgn_00002741,hozir_kechikib_qoldim,сейчас опоздал,jumlalar,предложения,continuous,no_samples
sgn_00002742,erta_kelgan_edim,пришёл рано,jumlalar,предложения,continuous,no_samples
sgn_00002743,navbatda_o'n_besh_daqiqa_turdim,стоял в очереди пятнадцать минут,jumlalar,предложения,continuous,no_samples
sgn_00002744,mashina_besh_daqiqada_keladi,машина приедет через пять минут,jumlalar,предложения,continuous,no_samples
sgn_00002745,poyezd_soat_uchda_jo'naydi,поезд отправляется в три,jumlalar,предложения,continuous,no_samples
sgn_00002746,samolyot_ertaga_uchadi,самолёт летит завтра,jumlalar,предложения,continuous,no_samples
sgn_00002747,uch_soat_parvoz_davom_etadi,полёт длится три часа,jumlalar,предложения,continuous,no_samples
sgn_00002748,ikki_kun_yo'lda_edik,два дня были в пути,jumlalar,предложения,continuous,no_samples
sgn_00002749,bir_hafta_ta'tilda_edim,неделю был в отпуске,jumlalar,предложения,continuous,no_samples
sgn_00002750,oy_oxirida_maosh_olaman,зарплату получаю в конце месяца,jumlalar,предложения,continuous,no_samples
sgn_00002751,har_oy_ijara_to'layman,каждый месяц плачу аренду,jumlalar,предложения,continuous,no_samples
sgn_00002752,yil_boshida_reja_tuzaman,в начале года составляю план,jumlalar,предложения,continuous,no_samples
sgn_00002753,yil_oxirida_hisobot_beraman,в конце года сдаю отчёт,jumlalar,предложения,continuous,no_samples
sgn_00002754,men_maktabda_o'qiyapman,я учусь в школе,jumlalar,предложения,continuous,no_samples
sgn_00002755,men_universitetda_talabaman,я студент университета,jumlalar,предложения,continuous,no_samples
sgn_00002756,men_darsga_keldim,я пришёл на урок,jumlalar,предложения,continuous,no_samples
sgn_00002757,o'qituvchi_darsni_boshladi,учитель начал урок,jumlalar,предложения,continuous,no_samples
sgn_00002758,men_daftar_ochdim,я открыл тетрадь,jumlalar,предложения,continuous,no_samples
sgn_00002759,men_qalam_bilan_yozdim,я писал ручкой,jumlalar,предложения,continuous,no_samples
sgn_00002760,men_kitob_o'qidim,я читал книгу,jumlalar,предложения,continuous,no_samples
sgn_00002761,men_uy_vazifasini_qildim,я сделал домашнее задание,jumlalar,предложения,continuous,no_samples
sgn_00002762,men_imtihon_topshirdim,я сдал экзамен,jumlalar,предложения,continuous,no_samples
sgn_00002763,men_yaxshi_baho_oldim,я получил хорошую оценку,jumlalar,предложения,continuous,no_samples
sgn_00002764,men_sinfda_o'tirdim,я сидел в классе,jumlalar,предложения,continuous,no_samples
sgn_00002765,men_doskaga_chiqdim,я вышел к доске,jumlalar,предложения,continuous,no_samples
sgn_00002766,men_savol_berdim,я задал вопрос,jumlalar,предложения,continuous,no_samples
sgn_00002767,men_javob_berdim,я ответил,jumlalar,предложения,continuous,no_samples
sgn_00002768,men_darsni_tushundim,я понял урок,jumlalar,предложения,continuous,no_samples
sgn_00002769,men_darsni_tushunmadim,я не понял урок,jumlalar,предложения,continuous,no_samples
sgn_00002770,men_o'qituvchidan_yordam_so'radim,я попросил помощи у учителя,jumlalar,предложения,continuous,no_samples
sgn_00002771,men_kutubxonada_o'qidim,я читал в библиотеке,jumlalar,предложения,continuous,no_samples
sgn_00002772,men_laboratoriyada_tajriba_qildim,я провёл эксперимент в лаборатории,jumlalar,предложения,continuous,no_samples
sgn_00002773,men_kompyuterda_ishladim,я работал на компьютере,jumlalar,предложения,continuous,no_samples
sgn_00002774,men_prezentatsiya_tayyorladim,я подготовил презентацию,jumlalar,предложения,continuous,no_samples
sgn_00002775,men_ma'ruza_tingladim,я слушал лекцию,jumlalar,предложения,continuous,no_samples
sgn_00002776,men_seminar_qatnashdim,я участвовал в семинаре,jumlalar,предложения,continuous,no_samples
sgn_00002777,men_kursni_tugatdim,я закончил курс,jumlalar,предложения,continuous,no_samples
sgn_00002778,men_diplom_oldim,я получил диплом,jumlalar,предложения,continuous,no_samples
sgn_00002779,men_ish_qidiryapman,я ищу работу,jumlalar,предложения,continuous,no_samples
sgn_00002780,men_ishga_joylashdim,я устроился на работу,jumlalar,предложения,continuous,no_samples
sgn_00002781,men_ofisda_ishlayman,я работаю в офисе,jumlalar,предложения,continuous,no_samples
sgn_00002782,men_kompaniyada_ishlayman,я работаю в компании,jumlalar,предложения,continuous,no_samples
sgn_00002783,men_rahbarim_bilan_uchrashdim,я встретился с руководителем,jumlalar,предложения,continuous,no_samples
sgn_00002784,men_yig'ilishga_bordim,я пошёл на собрание,jumlalar,предложения,continuous,no_samples
sgn_00002785,men_hisobot_tayyorladim,я подготовил отчёт,jumlalar,предложения,continuous,no_samples
sgn_00002786,men_email_yubordim,я отправил email,jumlalar,предложения,continuous,no_samples
sgn_00002787,men_mijoz_bilan_gaplashdim,я поговорил с клиентом,jumlalar,предложения,continuous,no_samples
sgn_00002788,men_shartnoma_imzoladim,я подписал договор,jumlalar,предложения,continuous,no_samples
sgn_00002789,men_loyiha_ustida_ishlayapman,я работаю над проектом,jumlalar,предложения,continuous,no_samples
sgn_00002790,men_muddatga_yetkazdim,я сдал в срок,jumlalar,предложения,continuous,no_samples
sgn_00002791,men_qo'shimcha_ish_qildim,я сделал дополнительную работу,jumlalar,предложения,continuous,no_samples
sgn_00002792,men_tanaffus_oldim,я сделал перерыв,jumlalar,предложения,continuous,no_samples
sgn_00002793,men_ishdan_ketdim,я ушёл с работы,jumlalar,предложения,continuous,no_samples
sgn_00002794,men_maosh_oldim,я получил зарплату,jumlalar,предложения,continuous,no_samples
sgn_00002795,men_kasb_o'rganmoqdaman,я учусь профессии,jumlalar,предложения,continuous,no_samples
sgn_00002796,men_stajyor_bo'lib_ishlayman,я работаю стажёром,jumlalar,предложения,continuous,no_samples
sgn_00002797,men_tajriba_orttirdim,я набрался опыта,jumlalar,предложения,continuous,no_samples
sgn_00002798,men_ko'nikma_o'rgandim,я выучил навык,jumlalar,предложения,continuous,no_samples
sgn_00002799,men_til_kursiga_bordim,я ходил на курсы языка,jumlalar,предложения,continuous,no_samples
sgn_00002800,men_ingliz_tilini_o'rganyapman,я учу английский язык,jumlalar,предложения,continuous,no_samples
sgn_00002801,men_rus_tilini_bilaman,я знаю русский язык,jumlalar,предложения,continuous,no_samples
sgn_00002802,men_o'zbek_tilida_gapiraman,я говорю на узбекском,jumlalar,предложения,continuous,no_samples
sgn_00002803,men_matematika_yaxshi_bilaman,я хорошо знаю математику,jumlalar,предложения,continuous,no_samples
sgn_00002804,men_fizika_o'rganyapman,я учу физику,jumlalar,предложения,continuous,no_samples
sgn_00002805,men_kimyo_darsini_o'qidim,я прошёл урок химии,jumlalar,предложения,continuous,no_samples
sgn_00002806,men_biologiya_qiziq,биология интересна,jumlalar,предложения,continuous,no_samples
sgn_00002807,men_tarix_darsini_yaxshi_ko'raman,мне нравится урок истории,jumlalar,предложения,continuous,no_samples
sgn_00002808,men_geografiya_o'rgandim,я изучил географию,jumlalar,предложения,continuous,no_samples
